	article_title
354	Khalid Sheikh Mohammed Reluctantly Accepts Alternative Sentence Of Coaching Troublesome Youth Sports Team
355	You To Still Die One Day
356	Monsanto Lab On Lockdown After Scientists Find Shattered Tomato Containment Unit
357	Coca-Cola Marketing Strategist Named New United States PR Laureate
358	Vatican Tour Group Catches Glimpse Of Pale, Emaciated Joseph Ratzinger Scuttling Into Dark Catacombs
359	Nation’s Oppressed Christians Huddle Underground To Light Single Shriveled Christmas Shrub
360	Koch Brothers Get Each Other Same Election For Christmas
361	Crowds Of Stock Traders Gather At Weeping Statue Of Wall Street Bull
362	Iowa Residents Mystified After Strange Sign Bearing Word ‘Kasich’ Appears On Roadside Overnight
363	Congress Members Spend Afternoon Drawing Pictures Of Their Dream Capitols
364	Nation Figured Everything Would Run On Some Kind Of Cubes Of Blue Energy By Now
365	Robert De Niro Stunned To Learn Of Man Who Can Quote ‘Goodfellas’
366	Lindsey Graham Gazes Longingly At Happy Rubio Campaign Workers Through Window
367	Economists Estimate Human Civilization Still Years Away From Turning Profit
368	Executive Recalls Booming Private Prison Corporation’s Humble Beginnings As Modest 6-Cell Facility
369	Vicious, Feral House Republicans Run Loose Across D.C. Following Resignation Of Caretaker
370	Campaign Advisers Secretly Enjoying Totally Destroying Marco Rubio During Practice Debates
371	FBI Counterterrorism Agent Wistfully Recalls Watching 20-Year-Old Muslim-American Grow Up
372	Bisquick Unveils Sprawling State-Of-The-Art Silicon Valley Campus
373	Government To Confiscate One Person’s Guns Just To Make Rest Of Them Squirm
374	MPAA Adds New Rating To Warn Audiences Of Films Not Based On Existing Works
375	Obama Follows White Stallion Into Moonlit Rose Garden
376	Study Finds Carving Names Into Public Property Prolongs Relationship By 30 Or More Years
377	Aging Mother Knows Any Wrong Move Could Be Taken For Telltale Sign Of Dementia
378	NASA Hoping To Get In On Some Defense Funding With Plan For Torpedo-Equipped Orbital Telescope
379	Biologists Still No Closer To Discovering How Birds Have Sex
380	Childish 12-Year-Old Still Believes In Father
381	‘Our Town’ Cast Party Going Off The Rails
382	Archaeologists Reconstruct Snyder’s Of Hanover Pretzel From Pieces Discovered In Des Moines–Area Stop ’N Go
383	New Evidence Confirms First Human Ancestors Climbed Down From Trees To Retrieve Dropped Snack
384	Netflix To Temporarily Remove Every Movie Except ‘Hard Eight’
385	Screen Actors Guild Develops Retraining Program For 30-Year-Old Actresses Aging Out Of Workforce
386	Company’s HR Manager Really Pushing Infinite-Deductible Health Care Plan
387	Study Finds Movie Attendance Declining As More Americans Act Out Films At Home
388	Campaign Staffers Making Progress Conditioning Hillary Clinton To Replicate Emotions
389	Species That Had 25 Million Years To Evolve Pathetically Snuffed Out In 8 Years
390	FEC Implements One-Year Break Between All Presidential Terms As Reprieve For Weary Nation
391	Nation’s Marketers Only People Still Trying To Reach Inner-City Child
392	Secretary Of Labor Assures Nation There Still Plenty Of Jobs For Americans Willing To Outwork Robots
393	Goodwill Executives Arrested After Years Of Skimming Donated Goods Off Top
394	NASA Deploys Congressional Rover To Search For Funding
395	New Magnet School Opens For Students With Interest In Receiving Competent Education
396	Scott Walker Watches Candidates Emerge Shaken From GOP’s Female Experience Simulator
397	Lindsey Graham Struggling To Stay Awake While Driving Empty Campaign Bus Overnight To Next Event
398	Scientists Confident Artificially Intelligent Machines Can Be Programmed To Be Lenient Slave Masters
399	New SeaWorld Show Just Elephant Drowning In Large Tank Of Water With No Explanation
400	Climate Change Deniers Present Graphic Description Of What Earth Must Look Like For Them To Believe
401	Encouraging Study Finds It Now Easier Than Ever For American Dollars To Rise Into Upper Class
402	Biden Offers Government Post To Elvira, Mistress Of The Dark
403	Wildlife Experts Say Not Climbing Into Gorilla Enclosure Likely Saved Man’s Life
404	Mom’s Fears About Daughter Leaving For College Channeled Into Fight About Storage Bins
405	Single Woman With 3 Young Children Unaware She Subject Of 984 Judgments Today
406	Poll: Majority Of Voters Not Looking For Serious, Long-Term Candidate Right Now
407	Report: Rising Disney World Ticket Costs Prompting Many Parents To Leave Children At Home
408	Matt Damon Loses $500 To Guy Who Promised Professional-Looking Headshots
409	Campaign Consultant Presents Scott Walker Several Human Sides To Choose From
410	Longtime Science Textbook Retires After 40 Years In Public School System
411	Local Swingers Not Going To Drive Out To Goddamn Oakdale
412	Long John Silver’s Introduces New Golden Fried Abomination From The Deep
413	Leonardo DiCaprio Agrees To Donate It-Factor To Science
414	Parents Dedicate New College Safe Space In Honor Of Daughter Who Felt Weird In Class Once
415	Palestinian Man Marvels At How Much Childhood Refugee Camp Has Changed
416	New York City Abuzz Over New Resident
417	Researchers Say Virgin Mary Actually God’s Second Choice To Bear Son
418	World’s Frogs Unveil 5-Million-Year Plan To Move Up Food Chain
419	Mentor To Younger Women In Company Lets Herself Knock One Down Once In A While As Treat
420	Serial Killer Admits He’s Lost Track Of Pattern He Was Going For Originally
421	Study Finds Dangers Even In Casual Bullfighting
422	Man Pretty Cocky Since Beating Cancer
423	Dementia Study Reveals Fond Memories First To Go
424	Report: San Francisco To Shut Doors Over Rising Rent
425	World Begins Another Day At Mercy Of 19-Year-Old Estonian Hacker
426	Experts Say Best Option Now Is Keeping Nation As Comfortable As Possible Till End
427	New Music Festival Just Large Empty Field To Do Drugs In
428	Parents Worried Children Old Enough To Remember Family Vacation
429	Scientists Make Unclear Breakthrough After Giving Robot Cancer
430	Olay Getting Women To Drop Guard With Few Nonjudgmental Ads Before Nailing Them With Body Shame
431	2.8-Million-Year-Old Cycle Of Human Cruelty Continues Unabated On Elementary School Playground
432	Six Flags Adds Sleeper Cars To Its Roller Coasters For Passengers Who Prefer More Restful Ride
433	Matt Lauer Waits In Parking Garage For Anonymous Source On Parenting Trends
434	U.S. Dispatches Condolence Drones To Middle East Following Civilian Casualties
435	Report: White House Officials Deliberately Hid FDR’s Mechanical Spider Legs From Public
436	Report: U.S. Hospitals Spend $2 Billion Each Year Replacing Gowns Taken By Escaped Patients
437	NASA Announces Bold Plan To Still Exist By 2045
438	Museum Of Repressed American History Conceals New Exhibit On Tuskegee Experiments
439	Maximum-Security Prison Houses State’s Most Hardened, Violent Guards
440	Head Of National Potato Council Declares U.S. In Midst Of Potato Renaissance
441	Aerospace Engineers Warn First-Grader’s Design For Spaceship Completely Unsafe
442	Nation Just Hoping Next President Can Prevent Country’s Decline From Being Totally Humiliating
443	Delusional Man Turning Off Laptop Like He’s Done With It For Night
444	High School Student Taking Rejection From First-Choice College In Stride As If Future Not Over
445	Study Finds Those With Deceased Family Members At High Risk Of Dying Themselves
446	Encouraging U.S. Department Of Labor Reminds Job Seekers About All The Dumbfucks Out There
447	New Evidence Suggests Middle East Conflict Predates All Human Civilization
448	Man Considers Nodding Approvingly After Friend’s Drink Purchase
449	Bully Can’t Believe Classmate Took 4 Straight Years Of Being Told To Kill Herself Seriously
450	Engineers Unveil New Driverless Car Capable Of Committing Hit-And-Run
451	Report: Majority Of Earth’s Potable Water Trapped In Coca-Cola Products
452	Man Thinking About Just Packing Up And Making Exact Same Mistakes Someplace Far Away
453	Man Who Baked Banana Bread Spends Entire Party Anxiously Watching It Go Uneaten
454	Conservationists Attempting To Get Head Start On Mars
455	Nation’s Money Constantly Disgusted By What Americans Doing With It
456	Study: Not Many Disco Songs About Daytime
457	Study Finds Majority Of Deaths Caused By Failure To Heed Omens
458	Man Has Carefully Calculated Timeline For Revealing Negative Personality Traits To New Girlfriend
459	Older Prostitute Explains To Younger Prostitute Who Richard Belzer Is, What He Expects
460	Biden Worries Legalized Weed In D.C. Will Cut Into His Business
461	New Free-Range Slaughterhouse Allows Livestock To Roam Freely On Killing Floor
462	Report: Whites More Likely To Be Named CEOs Than Equally Sociopathic Black Candidates
463	Pope Francis Recalls Starting Out At Some Real Shithole Churches
464	Frustrated Nation Calls For Updated Zip-Line Infrastructure
465	Chinese Citizens Kind Of Grateful To Not Have Access To All Of Internet
466	Authorities Demolish Capitol Building That Was Site Of Gruesome 113th Congressional Session
467	Report: Only 40% Of Celebrities End Up Marrying Their Stalkers
468	New Education Initiative Replaces K-12 Curriculum With Single Standardized Test
469	Hit-And-Run Driver Kills Prominent Member Of Deer Community
470	Astronomers Discover New Planet That Really Makes Earth Look Like Shit
471	Dubai Unveils Plans For World’s Largest Human Rights Violation
472	GOP Builds Full-Scale Replica Of Struggling Ohio Town To Train Presidential Hopefuls
473	Pope Nervous For Annual Performance Review With God
474	At Least It’s Been A While Since Story About Somebody Eating Somebody Else, Reports Violence-Weary Nation
475	Man Carefully Settles On Backup Channel For When Airing Of ‘Gladiator’ Goes To Commercial
476	Natural Selection Kills 38 Quadrillion Organisms In Bloodiest Day Yet
477	Bobby Jindal Not Sure He Willing To Put Family Through 2-Month Presidential Campaign
478	Nation’s Landmarks Piled In Single Location For Easier Monitoring
479	Chinese Officials Vow To Fix Nation’s Crumbling Reeducation System
480	Nation’s Historians Warn The Past Is Expanding At Alarming Rate
481	‘Well, Here’s What Won’t Pass,’ Obama Says Before Listing 35 Proposals
482	Chicago Introduces New Citywide Gun-Sharing Stations
483	Kids Teary-Eyed After Helping Dad Move Into First Apartment
484	U.S. Government Offers 100 Million Americans Generous Severance Deal To Leave Country
485	Supreme Court Gathers To Watch Baby Justices Hatch
486	Guards Gun Down Four Angels Escaping From Heaven
487	Condo Board Maintains Purity Of Bloodline Through Generations Of Intermarriage
488	It Sadly Unclear Whether This Article Will Put Lives At Risk
489	Area Man Only One With Problems
490	Government Admits It Was Only Behind Destruction Of North Tower
491	Supreme Court Releases Young Scalia’s Audition Tape
492	Scientists Speculate Extraterrestrials May Have Completely Different Hair Than Humans
493	Schlubs From U.S., China Meet In Lowest-Level Talks
494	The Onion’s Person Of The Year 2014
495	Man Always Wanted To Raise Family In Kind Of Place Where White People Greet Each Other On The Street
496	Minority Student’s Perspective Better Be Pretty Goddamn Diverse If He Wants Full Scholarship
497	Pope Rummaging Through Vatican Basement For Plastic Nativity Scene Figures
498	World Leaders Gather To Discuss How Fucking Amazing Running A Country Is
499	New Express Transplant List Offers Patients Kidney Or First Available Organ
500	CIA Admits Role In 1985 Coup To Oust David Lee Roth
501	Report: U.S. Students Lead World In Knowledge Of Common Household Items That Will Give You Buzz
502	Aspiring Politician Hopes Government Leaves Some Women’s Rights For Him To Gut One Day
503	Report: More Elderly People Now Dying Surrounded By Coworkers
504	Corporate America Shaken By Death Of Longtime Consumer
505	Man Going To Trust Society’s Determination That He Deserves His Privilege
506	Mellowing Jihadist Not As Enraged By Western Culture As He Used To Be
507	High School Sweethearts To One Day Tell Grandchildren How They Met During Lockdown
508	Astronomers Discover Planet Identical To Earth With Orbital Space Mirror
509	Senate Democrats Hoping To Go Out In Final Blaze Of Glory By Passing One Last Neutered Bill
510	Report: None Of Good Cousins Coming To Thanksgiving This Year
511	Presidential Castrato Brought Into Oval Office To Soothe Obama’s Nerves
512	Navy Forms Elite New SEAL Team To Write Best-Selling Tell-All Books
513	Ira Glass Exhausted From Doing Every Single Voice On ‘This American Life’
514	Ovulation Calendar Just The Ticket For Rekindling Couple’s Lagging Sex Life
515	Congressman To Attempt Living Off Military’s Budget For One Month
516	Report: 80% Of All Traffic Accidents Caused By Drivers Gawking At Shirtless Hunks
517	Thrill-Seeking Man Wonders How Long He Can Keep Up Dangerous Sedentary Lifestyle
518	Traumatized Nation Terrified To Make Its Voice Heard In Another Election
519	Report: 79% Of World’s Attics Remain Unexplored
520	Boston Cruise Line Introduces New Whale Ramming Tour
521	Cake Left Out In Break Room With No Instructions
522	Midterm Candidates Distancing Selves From United States
523	Monsanto Harvest-Resistant Corn Now Engulfing Most Of Midwest
524	Susan G. Komen Foundation Launches Deep Space Probe To Bring Breast Cancer Awareness To Rest Of Galaxy
525	Report: More Americans Saving Money For Child’s Unemployment
526	Man Realizes He Only One Of College Friends Falling Out Of Touch
527	North Korean Populace Already Mentally Preparing For Whatever Insane Bullshit They’ll Have To Do For Kim Jong-Un Funeral
528	Ambitious New High-Speed Rail Plan Will Fly Americans To Japan To Use Their Trains
529	Congress Waiting Until After Midterms To Address Nationwide Plague Of Hornets
530	Study: Majority Of Americans Not Prepared For A Sucker Punch To The Gut
531	Teacher Picks Wrong Student To Believe In Every Fucking Year
532	Pfizer Releases Vintage Cask-Aged Robitussin
533	Seventh-Grader Receiving More One-On-One Bullying Since Transferring To Private School
534	Nation Longs For One More Day With Dying Manufacturing Sector
535	50 Years Of Climate Change, Habitat Loss Somehow Unable To Take Down Goddamned Parrotfish
